Brand,Year,Model,UsedOrNew,Transmission,EngineSize,DriveType,FuelType,FuelConsumptionPer100km,Kilometres,ExteriorColour,CylindersinEngine,BodyType,Seats,Price,City,State
Ssangyong,2022,Rexton,DEMO,Automatic,2.2,AWD,Diesel,8.7,5595,White,4,SUV,7,51990,Caringbah,NSW
MG,2022,MG3,USED,Automatic,1.5,Front,Premium,6.7,16,Black,4,Hatchback,5,19990,Brookvale,NSW
BMW,2022,430I,USED,Automatic,2.0,Rear,Premium,6.6,8472,Grey,4,Coupe,4,108988,Sylvania,NSW
Mercedes-Benz,2011,E500,USED,Automatic,5.5,Rear,Premium,11.0,136517,White,8,Coupe,4,32990,Mount Druitt,NSW
Renault,2022,Arkana,USED,Automatic,1.3,Front,Unleaded,6.0,1035,Grey,4,SUV,5,34990,Castle Hill,NSW
Land,2017,Rover,USED,Automatic,2.0,AWD,Diesel,5.1,67662,White,4,SUV,4,62280,Blacktown,NSW
Nissan,2000,Pulsar,USED,Automatic,1.6,Front,Unleaded,8.0,300539,Red,4,Hatchback,5,2995,Wentworthville,NSW
Toyota,2013,86,USED,Automatic,2.0,Rear,Premium,7.1,82012,Black,4,Coupe,4,24888,Mcgraths Hill,NSW
Honda,2014,Jazz,USED,Automatic,1.3,Front,Hybrid,4.5,38229,Blue,4,Hatchback,5,17900,Lidcombe,NSW
Toyota,2018,HiAce,USED,Automatic,2.7,Rear,Unleaded,9.8,16324,White,4,Commercial,2,41999,Lidcombe,NSW
Toyota,2016,HiAce,USED,Automatic,3.0,Rear,Diesel,8.0,229829,White,4,Commercial,2,27995,Lidcombe,NSW
Volkswagen,2012,Golf,USED,Automatic,1.4,Front,Premium,6.2,55676,White,4,Hatchback,5,14999,Five Dock,NSW
BMW,2014,X3,USED,Automatic,2.0,4WD,Diesel,5.6,82624,Black,4,SUV,5,24985,Haberfield,NSW
BMW,2011,118D,USED,Automatic,2.0,Rear,Diesel,5.4,95204,Silver,4,Hatchback,5,13999,Five Dock,NSW
Ford,2014,Fiesta,USED,Automatic,1.0,Front,Unleaded,5.4,76289,White,3,Hatchback,5,12400,Cabramatta,NSW
Mitsubishi,2012,Outlander,USED,Automatic,2.4,AWD,Unleaded,7.5,219681,Black,4,SUV,7,13999,Blacktown,NSW
Ford,2013,Fiesta,USED,Automatic,1.6,Front,Unleaded,6.1,98079,Blue,4,Hatchback,5,11999,Blacktown,NSW
Volkswagen,2023,Amarok,NEW,Automatic,3.0,AWD,Diesel,8.4,15,White,6,Ute / Tray,5,83887,Blacktown,NSW
Honda,2018,Jazz,USED,Automatic,1.5,Front,Unleaded,5.8,43274,Silver,4,Hatchback,5,19900,Castle Hill,NSW
Subaru,2012,Outback,USED,Automatic,2.5,AWD,Premium,8.4,105672,Black,4,SUV,5,17990,Glebe,NSW
Mitsubishi,2018,Mirage,USED,Automatic,1.2,Front,Unleaded,4.7,36836,Black,3,Hatchback,5,14995,Camden,NSW
Toyota,2005,Camry,USED,Automatic,2.4,Front,Unleaded,9.8,115821,Silver,4,Sedan,5,8499,Lansvale,NSW
Hyundai,2011,I45,USED,Automatic,2.4,Front,Unleaded,7.9,189711,Silver,4,Sedan,5,12990,Croydon,NSW
Ford,2015,Territory,USED,Automatic,2.7,Rear,Diesel,8.2,173786,Blue,6,SUV,7,16999,Blacktown,NSW
Nissan,2018,Qashqai,USED,Automatic,2.0,Front,Unleaded,6.9,114301,Blue,4,SUV,5,21950,Pendle Hill,NSW
Volkswagen,2013,Golf,USED,Manual,2.0,Front,Premium,6.6,69197,Black,4,Hatchback,5,24880,Blacktown,NSW
Hyundai,2015,Tucson,USED,Automatic,2.0,Front,Unleaded,7.9,94377,Grey,4,SUV,5,23888,Mcgraths Hill,NSW
Ford,2016,Focus,USED,Automatic,1.5,Front,Unleaded,6.2,94965,White,4,Hatchback,5,16999,Blacktown,NSW
Nissan,2019,X-Trail,USED,Automatic,2.5,Front,Unleaded,8.1,99294,Grey,4,SUV,7,24490,Blacktown,NSW
Toyota,2021,Corolla,USED,Automatic,1.8,Front,Hybrid,4.2,13694,Black,4,Hatchback,5,44878,Blacktown,NSW
Toyota,2007,Yaris,USED,Automatic,1.5,Front,Unleaded,6.7,264691,Silver,4,Sedan,5,7949,Lansvale,NSW
Toyota,2010,Corolla,USED,Manual,1.8,Front,Unleaded,7.7,238270,Grey,4,Hatchback,5,8800,Smithfield,NSW
Jeep,2015,Patriot,USED,Automatic,2.4,4WD,Unleaded,9.1,140964,Black,4,SUV,5,13990,Seven Hills,NSW
Toyota,2003,HiAce,USED,Automatic,2.4,Rear,Unleaded,0.0,266848,White,4,Commercial,3,9999,Five Dock,NSW
Volvo,2013,S60,USED,Automatic,1.6,Front,Premium,7.4,141000,Blue,4,Sedan,5,14999,Blacktown,NSW
Mitsubishi,2016,Triton,USED,Automatic,2.4,4WD,Diesel,7.6,240402,White,4,Ute / Tray,5,22750,Haberfield,NSW
Mercedes-Benz,2010,E250,USED,Automatic,1.8,Rear,Premium,7.9,101126,Black,4,Coupe,4,21950,Glebe,NSW
Mercedes-Benz,2013,A250,USED,Automatic,2.0,Front,Premium,6.6,117254,White,4,Hatchback,5,19999,Five Dock,NSW
Toyota,2012,86,USED,Manual,2.0,Rear,Premium,7.8,178747,Silver,4,Coupe,4,19900,Granville,NSW
Mazda,2022,CX-5,USED,Automatic,2.5,AWD,Unleaded,7.5,10579,Black,4,SUV,5,37990,Five Dock,NSW
Toyota,2010,Corolla,USED,Automatic,1.8,Front,Unleaded,7.7,167101,Red,4,Hatchback,5,12990,Minchinbury,NSW
Ford,2013,Falcon,USED,Automatic,4.0,Rear,Unleaded,9.9,163161,Blue,6,Sedan,5,16999,Blacktown,NSW
Abarth,2021,595,USED,Manual,1.4,Front,Premium,6.0,13200,Black,4,Hatchback,4,36990,Ryde,NSW
Honda,2014,CR-V,USED,Automatic,2.4,4WD,Unleaded,8.7,103211,White,4,SUV,5,23880,Blacktown,NSW
Toyota,2007,Corolla,USED,Automatic,1.8,Front,Unleaded,7.4,177751,Silver,4,Sedan,5,10990,Minchinbury,NSW
Toyota,2016,HiAce,USED,Automatic,2.7,Rear,Unleaded,10.9,119614,Silver,4,People Mover,14,44900,Ingleburn,NSW
Hyundai,2012,I30,USED,Automatic,1.8,Front,Unleaded,6.9,125546,Black,4,Hatchback,5,15880,Blacktown,NSW
Mazda,2013,6,USED,Automatic,2.5,Front,Unleaded,6.6,163000,Grey,4,Sedan,5,16995,Minchinbury,NSW
Toyota,2008,Kluger,USED,Automatic,3.5,Front,Unleaded,11.0,132864,Blue,6,SUV,7,19880,Blacktown,NSW
Hyundai,2018,Santa,USED,Automatic,2.2,AWD,Diesel,7.8,71655,White,4,SUV,7,43999,Homebush,NSW
BMW,2012,X3,USED,Automatic,2.0,4WD,Diesel,5.6,109459,Black,4,SUV,5,18888,Blacktown,NSW
Holden,2016,Cascada,USED,Automatic,1.6,Front,Premium,7.5,65361,Silver,4,Convertible,4,24995,Minchinbury,NSW
Mercedes-Benz,2006,ML320,USED,Automatic,3.0,4WD,Diesel,9.6,212953,Silver,6,SUV,5,9998,Five Dock,NSW
Mitsubishi,2009,Lancer,USED,Automatic,2.0,Front,Unleaded,8.2,163012,Red,4,Sedan,5,9990,Minchinbury,NSW
Audi,2014,A5,USED,Automatic,2.0,AWD,Premium,6.7,82119,White,4,Coupe,4,27380,Blacktown,NSW
Kia,2018,RIO,USED,Automatic,1.0,Front,Unleaded,5.4,42071,Red,3,Hatchback,5,24999,Homebush,NSW
Jeep,2015,Cherokee,USED,Automatic,3.2,4WD,Unleaded,10.0,85958,Red,6,SUV,5,17999,Elderslie,NSW
Volkswagen,2011,Tiguan,USED,Automatic,2.0,AWD,Premium,8.8,118642,Black,4,SUV,5,12990,Lidcombe,NSW
Mitsubishi,2012,ASX,USED,Automatic,2.0,Front,Unleaded,7.9,187265,Blue,4,SUV,5,13990,Campbelltown,NSW
BMW,2016,220I,USED,Automatic,2.0,Rear,Premium,6.4,118120,Grey,4,Convertible,4,28990,Caringbah,NSW
Hyundai,2022,Tucson,USED,Automatic,2.0,Front,Unleaded,8.1,19978,White,4,SUV,5,36800,Smithfield,NSW
Mazda,2011,3,USED,Automatic,2.0,Front,Unleaded,8.2,86804,Grey,4,Sedan,5,13999,Lansvale,NSW
Volkswagen,2023,Tiguan,NEW,Automatic,2.0,AWD,Premium,8.9,15,Black,4,SUV,7,56887,Blacktown,NSW
Hyundai,2014,Imax,USED,Automatic,2.5,Rear,Diesel,9.0,183550,White,4,Wagon,8,19888,Bankstown,NSW
Toyota,2014,Yaris,USED,Automatic,1.3,Front,Unleaded,6.3,191748,Green,4,Hatchback,5,8995,Bankstown,NSW
Toyota,2016,Kluger,USED,Automatic,3.5,Front,Unleaded,10.4,139637,Grey,6,SUV,7,31900,Five Dock,NSW
Mitsubishi,2013,Lancer,USED,Automatic,2.0,Front,Unleaded,7.2,165306,Grey,4,Sedan,5,14995,Minchinbury,NSW
Subaru,2016,XV,USED,Automatic,2.0,AWD,Unleaded,7.1,104887,Grey,4,SUV,5,22990,North Narrabeen,NSW
Mini,2017,Cooper,USED,Automatic,2.0,Front,Premium,5.5,72501,Yellow,4,Hatchback,5,31990,Blacktown,NSW
Holden,2010,Commodore,USED,Manual,6.0,Rear,Unleaded,14.5,169220,Black,8,Ute / Tray,2,25999,Blacktown,NSW
Hyundai,2015,I20,USED,Automatic,1.4,Front,Unleaded,5.9,111783,Silver,4,Hatchback,5,13990,Croydon,NSW
Mazda,2018,BT-50,USED,Automatic,3.2,Rear,Diesel,9.3,97460,White,5,Ute / Tray,5,30990,Haberfield,NSW
Mazda,2009,3,USED,Automatic,2.0,Front,Unleaded,8.2,178389,Black,4,Sedan,5,8499,Chester Hill,NSW
Hyundai,2011,I20,USED,Automatic,1.4,Front,Unleaded,6.4,188262,Blue,4,Hatchback,5,10995,Minchinbury,NSW
Mazda,2010,CX-7,USED,Automatic,2.3,AWD,Unleaded,11.5,152831,Black,4,SUV,5,11669,Liverpool,NSW
Jeep,2017,Renegade,USED,Automatic,1.4,Front,Premium,5.9,69218,Grey,4,SUV,5,24950,Glebe,NSW
Mazda,2013,6,USED,Automatic,2.5,Front,Unleaded,6.6,124093,White,4,Sedan,5,16990,West Ryde,NSW
Kia,2013,Grand,USED,Automatic,3.5,Front,Unleaded,10.9,98672,White,6,Wagon,8,13995,Minchinbury,NSW
Mitsubishi,2015,Lancer,USED,Automatic,2.0,Front,Unleaded,7.2,61481,Grey,4,Sedan,5,17995,Minchinbury,NSW
Subaru,2018,Impreza,USED,Automatic,2.0,AWD,Unleaded,6.6,61177,Grey,4,Hatchback,5,22990,Seven Hills,NSW
Mazda,2014,3,USED,Automatic,2.0,Front,Unleaded,8.2,132648,Red,4,Hatchback,5,16999,Granville,NSW
BMW,2021,X4,USED,Automatic,2.0,AWD,Unleaded,7.3,31367,Grey,4,SUV,5,79988,Sylvania,NSW
Mazda,2010,CX-7,USED,Automatic,2.3,AWD,Unleaded,11.5,174818,Red,4,SUV,5,12800,Kirrawee,NSW
Audi,2015,A5,USED,Automatic,2.0,AWD,Premium,6.7,115334,Grey,4,Coupe,4,26880,Blacktown,NSW
BMW,2014,118I,USED,Automatic,1.6,Rear,Premium,5.8,57000,White,4,Hatchback,5,16990,Cabramatta,NSW
Audi,2014,Q7,USED,Automatic,4.1,AWD,Diesel,9.2,199941,Black,8,SUV,7,28999,Five Dock,NSW
Suzuki,2015,Celerio,USED,Automatic,1.0,Front,Unleaded,4.8,23316,Blue,3,Hatchback,4,13880,Blacktown,NSW
Subaru,2016,Liberty,USED,Automatic,3.6,AWD,Premium,9.9,226127,White,6,Sedan,5,17950,Minto,NSW
Toyota,2019,C-HR,USED,Manual,1.2,Front,Premium,5.4,58185,Yellow,4,SUV,5,33888,Blacktown,NSW
Subaru,2021,Forester,USED,Automatic,2.5,AWD,Unleaded,7.4,16136,Silver,4,SUV,5,39990,Windsor,NSW
Mazda,2015,CX-3,USED,Automatic,2.0,AWD,Unleaded,6.7,31531,White,4,SUV,5,23950,Penrith,NSW
Jeep,2018,Grand,USED,Automatic,3.0,4WD,Diesel,7.5,76472,White,6,SUV,5,41950,Glebe,NSW
Hyundai,2018,I30,USED,Automatic,2.0,Front,Unleaded,7.4,62719,Silver,4,Hatchback,5,21999,Homebush,NSW
Nissan,2020,X-Trail,USED,Automatic,2.5,Front,Unleaded,7.9,52035,Grey,4,SUV,5,27990,Windsor,NSW
Honda,2010,City,USED,Automatic,1.5,Front,Unleaded,6.6,146445,Black,4,Sedan,5,8950,Kogarah,NSW
Honda,2020,CR-V,USED,Automatic,1.5,Front,Unleaded,7.3,35214,Grey,4,SUV,7,37880,Blacktown,NSW
Holden,2014,Cruze,USED,Manual,1.6,Front,Unleaded,7.4,163000,Red,4,Hatchback,5,7950,South Windsor,NSW
Jeep,2013,Grand,USED,Automatic,3.6,Rear,Premium,10.1,69001,Grey,6,SUV,5,24990,Artarmon,NSW
Toyota,2007,RAV4,USED,Automatic,2.4,4WD,Unleaded,9.6,106718,Silver,4,SUV,5,14999,Lansvale,NSW
Holden,2016,Commodore,USED,Automatic,3.0,Rear,Unleaded,8.3,59689,Red,6,Sedan,5,22999,Blacktown,NSW
Mercedes-Benz,2010,CLC200,USED,Automatic,1.8,Rear,Premium,9.0,177834,Silver,4,Coupe,4,7999,Five Dock,NSW
Mazda,2013,6,USED,Automatic,2.5,Front,Unleaded,6.6,105767,White,4,Sedan,5,19999,Homebush,NSW
Volkswagen,2018,Caddy,USED,Automatic,1.4,Front,Premium,6.0,87293,White,4,Commercial,2,30999,Blacktown,NSW
Honda,2013,Civic,USED,Automatic,1.8,Front,Unleaded,6.7,154347,Silver,4,Sedan,5,15990,Minchinbury,NSW
Jeep,2021,Compass,USED,Automatic,2.4,Front,Unleaded,7.9,20827,White,4,SUV,5,32888,Ryde,NSW
Toyota,2010,Yaris,USED,Automatic,1.3,Front,Unleaded,6.5,147626,White,4,Hatchback,5,10995,Minchinbury,NSW
Jeep,2014,Grand,USED,Automatic,3.0,4WD,Diesel,7.5,114424,Grey,6,SUV,5,29990,Castle Hill,NSW
Mazda,2009,3,USED,Manual,2.5,Front,Unleaded,8.6,153020,Red,4,Hatchback,5,13950,Liverpool,NSW
Ford,2016,Ranger,USED,Automatic,3.2,4WD,Diesel,9.0,98700,Blue,5,Ute / Tray,5,36999,Five Dock,NSW
Toyota,2013,86,USED,Automatic,2.0,Rear,Premium,7.1,103706,Orange,4,Coupe,4,24990,Croydon,NSW
Volkswagen,2013,Golf,USED,Automatic,1.4,Front,Premium,5.2,126532,Gold,4,Hatchback,5,13990,Cabramatta,NSW
Mitsubishi,2013,Lancer,USED,Automatic,2.0,Front,Unleaded,7.3,73421,Grey,4,Hatchback,5,16990,Brookvale,NSW
Toyota,2009,Camry,USED,Automatic,2.4,Front,Unleaded,9.9,155135,White,4,Sedan,5,10995,Minchinbury,NSW
Hyundai,2013,I20,USED,Automatic,1.4,Front,Unleaded,6.4,123330,Grey,4,Hatchback,5,12990,Brookvale,NSW
Mitsubishi,2014,Lancer,USED,Automatic,2.4,Front,Unleaded,8.9,44249,Silver,4,Hatchback,5,18990,Arncliffe,NSW
Mazda,2018,2,USED,Automatic,1.5,Front,Unleaded,4.9,27100,Silver,4,Hatchback,5,23999,Darlinghurst,NSW
Mazda,2009,3,USED,Automatic,2.0,Front,Unleaded,8.2,70661,White,4,Hatchback,5,14995,Minchinbury,NSW
Mitsubishi,2014,Triton,USED,Automatic,2.5,4WD,Diesel,9.3,215100,White,4,Ute / Tray,5,18995,Eastern Creek,NSW
Volkswagen,2014,Golf,USED,Automatic,1.4,Front,Premium,5.4,155036,Black,4,Hatchback,5,14990,Castle Hill,NSW
BMW,2012,M135I,USED,Automatic,3.0,Rear,Premium,7.5,67678,Grey,6,Hatchback,5,29950,Rydalmere,NSW
Holden,2015,Commodore,USED,Automatic,3.6,Rear,Unleaded,9.8,133934,White,6,Wagon,5,22999,Homebush,NSW
Volkswagen,2008,Golf,USED,Automatic,2.0,Front,Premium,8.0,174915,Silver,4,Hatchback,5,14990,Cabramatta,NSW
Holden,2014,Cruze,USED,Automatic,1.8,Front,Unleaded,7.4,117000,Silver,4,Sedan,5,7888,Windsor,NSW
Hyundai,2018,Imax,USED,Automatic,2.5,Rear,Diesel,8.8,190176,Grey,4,Wagon,8,27990,Cabramatta,NSW
Mitsubishi,2013,Triton,USED,Manual,2.5,4WD,Diesel,9.1,231675,White,4,Ute / Tray,5,19800,Smithfield,NSW
BMW,2021,330I,USED,Automatic,2.0,Rear,Premium,6.4,23332,Black,4,Sedan,5,67988,Sylvania,NSW
Volkswagen,2018,Golf,USED,Automatic,1.4,Front,Premium,5.6,130647,White,4,Wagon,5,21880,Blacktown,NSW
Audi,2019,Q3,USED,Automatic,1.4,Front,Premium,7.2,47307,White,4,SUV,5,41888,Carlton,NSW
Subaru,2016,Outback,USED,Automatic,2.5,AWD,Premium,7.3,74983,Silver,4,SUV,5,29990,North Narrabeen,NSW
Mazda,2007,6,USED,Manual,2.3,Front,Premium,8.8,102496,Black,4,Hatchback,5,7920,Leichhardt,NSW
Hyundai,2015,Accent,USED,Automatic,1.6,Front,Unleaded,6.4,84924,Silver,4,Hatchback,5,14999,Homebush,NSW
Land,2013,Rover,USED,Automatic,3.0,4WD,Diesel,8.8,159558,White,6,SUV,5,38950,Glebe,NSW
Ford,2013,Focus,USED,Automatic,1.6,Front,Unleaded,6.6,67590,Silver,4,Hatchback,5,12990,Leichhardt,NSW
Kia,2017,Sportage,USED,Automatic,2.4,AWD,Unleaded,8.5,65502,White,4,SUV,5,29990,Ryde,NSW
Porsche,2010,Cayenne,USED,Automatic,4.8,AWD,Premium,10.5,193271,White,8,SUV,5,29990,Haberfield,NSW
Porsche,2016,Cayman,USED,Manual,3.8,Rear,Premium,10.3,23481,White,6,Coupe,2,214880,Blacktown,NSW
Ford,2007,Territory,USED,Automatic,4.0,AWD,Unleaded,12.2,173839,White,6,SUV,5,8950,Penrith,NSW
Nissan,2016,Navara,USED,Automatic,2.3,4WD,Diesel,7.0,258936,White,4,Ute / Tray,5,21290,Blacktown,NSW
Toyota,2013,RAV4,USED,Automatic,2.2,AWD,Diesel,6.5,292134,Grey,4,SUV,5,14995,Bankstown,NSW
Toyota,2008,Hilux,USED,Automatic,3.0,4WD,Diesel,9.5,251000,White,4,Ute / Tray,5,21290,Blacktown,NSW
Mazda,2014,3,USED,Automatic,2.0,Front,Unleaded,5.8,130242,Brown,4,Hatchback,5,16388,Liverpool,NSW
Hyundai,2021,Venue,USED,Automatic,1.6,Front,Unleaded,7.2,35024,White,4,SUV,5,26990,Castle Hill,NSW
BMW,2015,X1,USED,Automatic,2.0,AWD,Diesel,5.1,44145,White,4,SUV,5,32000,Campbelltown,NSW
BMW,2021,330I,USED,Automatic,2.0,Rear,Premium,6.4,29567,Black,4,Sedan,5,67988,Sylvania,NSW
Mazda,2007,6,USED,Automatic,2.3,Front,Premium,8.9,223898,Black,4,Hatchback,5,7600,Punchbowl,NSW
Hyundai,2013,Veloster,USED,Automatic,1.6,Front,Unleaded,6.4,155244,White,4,Hatchback,4,17990,Minchinbury,NSW
Toyota,2017,Camry,USED,Automatic,2.5,Front,Unleaded,7.9,149988,Grey,4,Sedan,5,19950,Pendle Hill,NSW
Mitsubishi,2011,Lancer,USED,Automatic,2.0,Front,Unleaded,7.3,205373,Red,4,Hatchback,5,9990,Minchinbury,NSW
BMW,2020,M4,USED,Automatic,3.0,Rear,Premium,8.8,2858,White,6,Coupe,4,129988,Sylvania,NSW
Suzuki,2011,Swift,USED,Automatic,1.4,Front,Unleaded,6.2,201011,Grey,4,Hatchback,5,7999,Penrith,NSW
Ford,2008,Transit,USED,Manual,2.4,Rear,Diesel,9.5,305593,White,4,Commercial,3,9995,Minchinbury,NSW
Peugeot,2017,308,USED,Automatic,1.2,Front,Premium,5.1,57217,Silver,3,Hatchback,5,16990,Homebush,NSW
Holden,2017,Trax,USED,Automatic,1.4,Front,Unleaded,6.9,83147,Blue,4,SUV,5,17888,Blacktown,NSW
Mitsubishi,2015,Triton,USED,Automatic,2.5,4WD,Diesel,9.3,204000,White,4,Ute / Tray,5,18995,Eastern Creek,NSW
Subaru,2013,Forester,USED,Manual,2.0,AWD,Unleaded,7.2,122077,Red,4,SUV,5,16857,Sylvania,NSW
Mazda,2015,CX-3,USED,Automatic,2.0,Front,Unleaded,6.1,60581,Blue,4,SUV,5,22990,Castle Hill,NSW
Nissan,2010,Navara,USED,Manual,2.5,4WD,Diesel,9.8,259488,White,4,Ute / Tray,2,13950,Campbelltown,NSW
Holden,2017,Captiva,USED,Automatic,2.4,Front,Unleaded,9.0,186954,Grey,4,SUV,7,12990,Haberfield,NSW
Kia,2017,Cerato,USED,Automatic,2.0,Front,Unleaded,7.1,21350,Red,4,Hatchback,5,22990,Blacktown,NSW
Audi,2016,RS3,USED,Automatic,2.5,AWD,Premium,8.1,47926,White,5,Hatchback,5,59990,Castle Hill,NSW
Mitsubishi,2014,Triton,USED,Manual,2.5,Rear,Diesel,8.0,88861,White,4,Ute / Tray,2,21880,Mcgraths Hill,NSW
Jeep,2007,Grand,USED,Automatic,3.0,4WD,Diesel,16.0,199000,-,6,SUV,5,10990,Strathfield,NSW
Mercedes-Benz,2018,C200,USED,Automatic,2.0,Rear,Hybrid,6.5,72540,Blue,4,Sedan,4,39990,Blacktown,NSW
Toyota,2020,Corolla,USED,Automatic,1.8,Front,Hybrid,4.2,87043,Blue,4,Hatchback,5,39990,Wollongong,NSW
Ford,2012,Ranger,USED,Manual,3.2,4WD,Diesel,9.4,254121,White,5,Ute / Tray,5,21990,Cabramatta,NSW
Honda,2008,Civic,USED,Manual,2.0,Front,Premium,9.3,165450,Silver,4,Hatchback,4,18990,Minchinbury,NSW
Honda,2022,CR-V,USED,Automatic,1.5,Front,Unleaded,7.3,15087,White,4,SUV,5,39990,Banksia,NSW
Nissan,2013,Navara,USED,Automatic,2.5,4WD,Diesel,10.5,159056,White,4,Ute / Tray,5,21990,Campbelltown,NSW
Hyundai,2017,Tucson,USED,Automatic,2.0,AWD,Diesel,6.8,97295,White,4,SUV,5,31990,Wollongong,NSW
Mazda,2015,CX-5,USED,Automatic,2.5,AWD,Unleaded,7.4,83095,Red,4,SUV,5,26990,Campbelltown,NSW
Isuzu,2017,D-MAX,USED,Automatic,3.0,4WD,Diesel,7.7,192988,White,4,Ute / Tray,5,28999,Five Dock,NSW
Mercedes-Benz,2014,A200,USED,Automatic,1.8,Front,Diesel,4.6,105663,Blue,4,Hatchback,5,22500,Campbelltown,NSW
Toyota,2007,HiAce,USED,Manual,2.7,Rear,Unleaded,11.6,222603,White,4,Commercial,3,17990,Croydon,NSW
Ford,2020,Puma,USED,Automatic,1.0,Front,Premium,5.3,22300,Blue,3,SUV,5,27800,Smithfield,NSW
Mazda,2022,2,USED,Automatic,1.5,Front,Unleaded,5.2,11824,Grey,4,Hatchback,5,29990,Wollongong,NSW
Toyota,2007,Corolla,USED,Automatic,1.8,Front,Unleaded,7.7,250318,Silver,4,Hatchback,5,10990,Minchinbury,NSW
Jeep,2016,Grand,USED,Automatic,3.6,4WD,Premium,10.4,39967,White,6,SUV,5,34800,Castle Hill,NSW
Hyundai,2020,Tucson,USED,Automatic,2.0,Front,Unleaded,7.9,38341,Blue,4,SUV,5,28984,Granville,NSW
Toyota,2020,Camry,USED,Automatic,2.5,Front,Unleaded,8.3,7528,Silver,4,Sedan,5,32990,Castle Hill,NSW
Honda,2018,City,USED,Automatic,1.5,Front,Unleaded,5.8,94385,Silver,4,Sedan,5,19999,Homebush,NSW
Toyota,2018,C-HR,USED,Automatic,1.2,AWD,Premium,5.6,110047,Red,4,SUV,5,29990,Wollongong,NSW
Kia,2012,Sorento,USED,Automatic,2.2,AWD,Diesel,7.4,164189,Silver,4,SUV,7,16990,Cabramatta,NSW
Holden,2013,Cruze,USED,Automatic,1.8,Front,Unleaded,7.4,106722,White,4,Hatchback,5,10800,Smithfield,NSW
Isuzu,2018,MU-X,USED,Automatic,3.0,Front,Diesel,8.1,72650,White,4,SUV,7,39880,Blacktown,NSW
Kia,2015,Cerato,USED,Automatic,1.8,Front,Unleaded,7.1,123624,Silver,4,Sedan,5,14995,Camden,NSW
Lexus,2014,IS350,USED,Automatic,3.5,Rear,Premium,9.7,155620,Silver,6,Sedan,5,27990,Castle Hill,NSW
Mazda,2018,2,USED,Automatic,1.5,Front,Unleaded,4.9,53426,White,4,Hatchback,5,22990,Wollongong,NSW
Toyota,2009,Corolla,USED,Automatic,1.8,Front,Unleaded,7.7,114727,Silver,4,Hatchback,5,14995,Minchinbury,NSW
Toyota,2016,Kluger,USED,Automatic,3.5,AWD,Unleaded,10.6,98983,Grey,6,SUV,7,39280,Blacktown,NSW
Volkswagen,2007,Golf,USED,Automatic,2.0,Front,Premium,8.1,160523,Silver,4,Hatchback,5,10990,Leichhardt,NSW
Holden,2015,Commodore,USED,Automatic,6.0,Rear,Premium,11.8,96000,White,8,Sedan,5,47990,Castle Hill,NSW
Nissan,2016,X-Trail,USED,Automatic,2.5,Front,Unleaded,7.9,39397,Red,4,SUV,5,23950,Penrith,NSW
Hyundai,2020,I30,USED,Automatic,2.0,Front,Unleaded,7.4,54368,White,4,Hatchback,5,26990,Campbelltown,NSW
Holden,2014,Cruze,USED,Automatic,1.8,Front,Unleaded,7.4,220683,Silver,4,Hatchback,5,7990,Adamstown,NSW
Toyota,2013,Camry,USED,Automatic,2.5,Front,Unleaded,7.8,89140,Grey,4,Sedan,5,17900,Five Dock,NSW
Toyota,2013,Corolla,USED,Automatic,1.8,Front,Unleaded,6.6,149974,Red,4,Hatchback,5,16990,Lidcombe,NSW
Hyundai,2019,I30,USED,Automatic,2.0,Front,Unleaded,7.4,44879,White,4,Hatchback,5,26990,Blacktown,NSW
Mazda,2016,BT-50,USED,Automatic,3.2,4WD,Diesel,9.2,110909,White,5,Ute / Tray,5,34913,Cardiff,NSW
Toyota,2013,Corolla,USED,Automatic,1.8,Front,Unleaded,6.6,109519,White,4,Hatchback,5,19990,Castle Hill,NSW
Kia,2020,Stinger,USED,Automatic,3.3,Rear,Unleaded,10.2,19372,Grey,6,Sedan,5,55888,Carlton,NSW
Toyota,2015,RAV4,USED,Automatic,2.5,AWD,Unleaded,8.5,155198,Silver,4,SUV,5,24950,Granville,NSW
Honda,2012,Jazz,USED,Automatic,1.3,Front,Unleaded,6.6,111323,Green,4,Hatchback,5,12800,Kirrawee,NSW
BMW,2017,430I,USED,Automatic,2.0,Rear,Premium,5.8,79882,Grey,4,Hatchback,5,41280,Blacktown,NSW
Volkswagen,2008,Golf,USED,Manual,2.0,Front,Premium,8.1,155839,Silver,4,Hatchback,5,13990,Minchinbury,NSW
Subaru,2018,Outback,USED,Automatic,2.5,AWD,Unleaded,7.3,66805,Grey,4,SUV,5,33898,Blacktown,NSW
Ford,2011,Territory,USED,Automatic,2.7,Rear,Diesel,8.2,227646,Silver,6,SUV,5,8913,Cardiff,NSW
Kia,2013,RIO,USED,Automatic,1.4,Front,Unleaded,6.3,88465,Silver,4,Hatchback,5,14888,Pennant Hills,NSW
Holden,2013,Commodore,USED,Automatic,3.6,Rear,Unleaded,9.5,237426,Blue,6,Sedan,5,15995,Minchinbury,NSW
Toyota,1999,Landcruiser,USED,Manual,4.2,4WD,Diesel,0.0,41750,Red,6,Ute / Tray,3,48999,Lidcombe,NSW
Toyota,2013,Hilux,USED,Manual,3.0,Rear,Diesel,8.1,345194,White,4,Ute / Tray,5,12990,Blacktown,NSW
Toyota,2017,Corolla,USED,Automatic,1.8,Front,Unleaded,6.1,130970,Red,4,Hatchback,5,23990,East Maitland,NSW
