Brand,Year,Model,UsedOrNew,Transmission,EngineSize,DriveType,FuelType,FuelConsumptionPer100km,Kilometres,ExteriorColour,CylindersinEngine,BodyType,Seats,Price,City,State
Hyundai,2015,Iload,USED,Automatic,2.5,Rear,Diesel,8.8,136821,Silver,4,Commercial,3,25913,Cardiff,NSW
Ford,2021,Everest,USED,Automatic,2.0,4WD,Diesel,7.0,71456,Blue,4,SUV,7,56990,Bairnsdale,VIC
Land,2017,Rover,USED,Automatic,3.0,4WD,Diesel,7.2,89928,Grey,6,SUV,5,79988,Sylvania,NSW
Mazda,2023,CX-3,NEW,Automatic,2.0,Front,Unleaded,6.3,3,Gold,4,SUV,5,31768,Taree,NSW
Mazda,2016,2,USED,Manual,1.5,Front,Unleaded,5.4,44783,Red,4,Hatchback,5,18350,Glendale,NSW
Mazda,2023,CX-8,DEMO,Automatic,2.5,Front,-,8.1,7,White,4,SUV,7,64688,Arncliffe,NSW
Hyundai,2018,Tucson,USED,Automatic,2.0,Front,Unleaded,7.9,99903,White,4,SUV,5,23913,Cardiff,NSW
Kia,2010,Cerato,USED,Automatic,2.0,Front,Unleaded,7.9,191787,Red,4,Sedan,5,6850,Harrington,NSW
Holden,2006,Statesman,USED,Automatic,6.0,Rear,Unleaded,14.5,185376,Grey,8,Sedan,5,16990,New Lambton,NSW
Mazda,2022,CX-5,USED,Automatic,2.5,AWD,Unleaded,7.5,15263,Grey,4,SUV,5,38997,Liverpool,NSW
Toyota,2016,Hiace,USED,Automatic,3.0,Rear,Diesel,8.7,204859,-,4,Commercial,2,24850,Harrington,NSW
Mini,2006,Cooper,USED,Manual,1.6,Front,Unleaded,6.8,107151,Red,4,Hatchback,4,12995,Lismore,NSW
Subaru,2008,Forester,USED,Automatic,2.5,AWD,Unleaded,9.6,218764,Blue,4,SUV,5,11490,Belmont,NSW
Lexus,2017,RX350,USED,Automatic,3.5,AWD,-,9.6,55579,Black,6,SUV,5,59900,Waterloo,NSW
Subaru,2020,XV,USED,Automatic,2.0,AWD,Unleaded,7.0,38929,Silver,4,SUV,5,35888,Maitland,NSW
Subaru,2018,Liberty,USED,Automatic,2.5,AWD,Unleaded,7.3,95038,-,4,Sedan,5,27888,Taree,NSW
Mercedes-Benz,2003,C200,USED,Automatic,1.8,Rear,Unleaded,9.5,193914,Silver,4,Sedan,5,8990,Stanthorpe,QLD
Toyota,2013,Hilux,USED,Manual,3.0,4WD,Diesel,8.3,189986,White,4,Ute / Tray,5,28999,Sandgate,NSW
Audi,2019,Q3,USED,Automatic,1.4,Front,Premium,7.2,49811,Black,4,SUV,5,43990,Alexandria,NSW
Ram,2021,1500,USED,Automatic,5.7,4WD,Hybrid,12.2,23753,Grey,8,Ute / Tray,5,119990,Port Macquarie,NSW
Nissan,2006,X-Trail,USED,Manual,2.5,4WD,Unleaded,9.5,216577,Silver,4,SUV,5,5990,Islington,NSW
Volkswagen,2016,Polo,USED,Automatic,1.2,Front,Premium,4.8,50158,White,4,Hatchback,5,18995,Lismore,NSW
Mazda,2019,CX-5,USED,Automatic,2.5,AWD,Unleaded,7.5,47644,Silver,4,SUV,5,35990,Taree,NSW
Toyota,2018,Landcruiser,USED,Manual,4.5,4WD,Diesel,10.7,99999,White,8,Ute / Tray,5,88888,Roselands,NSW
Volkswagen,2021,Amarok,USED,Automatic,3.0,4WD,Diesel,9.1,57382,White,6,Ute / Tray,5,47990,Port Macquarie,NSW
Isuzu,2017,MU-X,USED,Automatic,3.0,Front,Diesel,8.0,67104,White,4,SUV,7,34990,South Nowra,NSW
Isuzu,2020,D-MAX,USED,Automatic,3.0,4WD,Diesel,8.0,31727,White,4,Ute / Tray,5,54990,Padstow,NSW
Toyota,2017,Landcruiser,USED,Automatic,4.5,4WD,Diesel,9.5,172550,Silver,8,SUV,7,76800,Beresfield,NSW
Isuzu,2015,D-MAX,USED,Automatic,3.0,4WD,Diesel,8.1,49206,Blue,4,Ute / Tray,5,44580,Bega,NSW
Mitsubishi,2020,Triton,USED,Automatic,2.4,4WD,Diesel,8.6,68701,Orange,4,Ute / Tray,5,51990,Shepparton,VIC
Nissan,2021,Navara,USED,Automatic,2.3,4WD,Diesel,7.9,93526,White,4,Ute / Tray,5,46990,Taree,NSW
Toyota,2021,Corolla,USED,Automatic,1.8,Front,Hybrid,3.5,44104,White,4,Sedan,5,30990,South Nowra,NSW
Kia,2015,Sorento,USED,Automatic,3.3,Front,Unleaded,9.9,105923,Silver,6,SUV,7,24990,Port Macquarie,NSW
Subaru,2022,WRX,DEMO,Automatic,2.4,AWD,Premium,8.5,3500,White,4,Sedan,5,57350,Liverpool,NSW
Subaru,2012,Liberty,USED,Automatic,2.5,AWD,Premium,8.6,276963,Silver,4,Wagon,6,8913,Cardiff,NSW
Isuzu,2016,D-MAX,USED,Automatic,3.0,4WD,Diesel,8.1,125618,White,4,Ute / Tray,5,35995,Lismore,NSW
Mazda,2022,CX-30,USED,Automatic,2.5,AWD,Unleaded,6.8,12424,White,4,SUV,5,39990,South Hurstville,NSW
Suzuki,2018,Vitara,USED,Automatic,1.6,Front,Unleaded,6.0,38078,White,4,SUV,5,25990,Cardiff,NSW
Holden,2008,Rodeo,USED,Automatic,3.6,Rear,Unleaded,13.7,148123,White,6,Ute / Tray,2,11995,Walcha,NSW
MG,2022,ZST,DEMO,Automatic,1.5,Front,Unleaded,6.9,10,Orange,4,SUV,5,25990,Artarmon,NSW
Ford,2008,Transit,USED,Manual,2.4,Rear,Diesel,9.5,217470,White,4,Commercial,3,10490,Shepparton,VIC
Mazda,2013,CX-5,USED,Manual,2.0,Front,Unleaded,6.4,119362,Blue,4,SUV,5,16986,East Maitland,NSW
Volkswagen,2022,Tiguan,DEMO,Automatic,2.0,AWD,Premium,8.9,37,Red,4,SUV,7,51690,Taree,NSW
Ford,2012,Fiesta,USED,Automatic,1.6,Front,Unleaded,6.1,71721,Grey,4,Hatchback,5,10950,Wauchope,NSW
GWM,2022,Haval,NEW,Automatic,1.5,Front,Premium,8.1,12,White,4,SUV,5,33990,Port Macquarie,NSW
BMW,2014,428I,USED,Automatic,2.0,Rear,Premium,6.4,63000,White,4,Coupe,4,35999,Five Dock,NSW
Holden,2014,Colorado,USED,Automatic,2.8,4WD,Diesel,9.1,153034,Silver,4,Ute / Tray,5,26990,Mayfield West,NSW
Hyundai,2013,IX35,USED,Automatic,2.0,AWD,Diesel,7.5,126511,White,4,SUV,5,15670,Phillip,ACT
Mitsubishi,2015,ASX,USED,Automatic,2.0,Front,Unleaded,7.4,129676,Grey,4,SUV,5,18990,Taree,NSW
BMW,2015,X1,USED,Automatic,2.0,Front,Premium,6.1,47779,White,4,SUV,5,34990,Shepparton,VIC
Ssangyong,2013,Korando,USED,Manual,2.0,Front,Unleaded,7.5,197083,Silver,4,SUV,5,7750,Wauchope,NSW
Land,2018,Rover,USED,Automatic,3.0,AWD,Diesel,7.0,67230,Grey,6,SUV,5,112950,Rydalmere,NSW
Ford,2017,Transit,USED,Automatic,2.0,Front,Diesel,7.2,106099,White,4,Commercial,3,32990,Nowra,NSW
Mazda,2017,2,USED,Automatic,1.5,Front,Unleaded,4.9,112391,Red,4,Hatchback,5,15980,Phillip,ACT
Mazda,2020,3,USED,Automatic,2.0,Front,Unleaded,6.2,66704,Red,4,Hatchback,5,25990,Port Macquarie,NSW
Holden,2017,Colorado,USED,Manual,2.8,4WD,Diesel,7.9,166505,White,4,Ute / Tray,5,29990,Shepparton,VIC
Subaru,2020,XV,USED,Automatic,2.0,AWD,Unleaded,7.0,43974,White,4,SUV,5,29980,Fyshwick,ACT
Toyota,2018,Landcruiser,USED,Automatic,2.8,4WD,Diesel,8.0,66349,Brown,4,SUV,7,65990,Port Macquarie,NSW
Honda,2014,CR-V,USED,Automatic,2.4,4WD,Unleaded,8.7,87284,White,4,SUV,5,23986,East Maitland,NSW
Porsche,2017,Cayenne,USED,Automatic,3.0,AWD,Diesel,6.6,62229,White,6,SUV,5,74800,Rozelle,NSW
Nissan,2017,Qashqai,USED,Automatic,1.6,Front,Diesel,4.9,129794,White,4,SUV,5,22890,Fyshwick,ACT
LDV,2020,D90,USED,Automatic,2.0,4WD,Diesel,9.1,20011,Grey,4,SUV,7,38990,Port Macquarie,NSW
Subaru,2014,Impreza,USED,Automatic,2.0,AWD,Unleaded,6.8,104874,-,4,Hatchback,5,16990,Traralgon,VIC
Ford,2013,Focus,USED,Automatic,2.0,Front,Unleaded,6.6,34802,Blue,4,Hatchback,5,15990,Armidale,NSW
Hyundai,2015,Tucson,USED,Automatic,2.0,Front,Unleaded,7.9,143324,Blue,4,SUV,5,19500,Phillip,ACT
Subaru,2018,Forester,USED,Automatic,2.5,AWD,Unleaded,8.1,74200,White,4,SUV,5,29990,New Lambton,NSW
Hyundai,2015,Santa,USED,Automatic,2.2,AWD,Diesel,7.3,72395,White,4,SUV,7,30990,Armidale,NSW
Mazda,2023,CX-5,NEW,Automatic,2.5,AWD,Unleaded,7.5,7,White,4,SUV,5,46888,Arncliffe,NSW
Kia,2021,Sportage,USED,Automatic,2.0,Front,Unleaded,7.9,58656,White,4,SUV,5,28730,Belconnen,ACT
Toyota,2017,Landcruiser,USED,Automatic,4.5,4WD,Diesel,9.5,193974,Silver,8,SUV,7,83990,Taree,NSW
Kia,2019,Sorento,USED,Automatic,3.5,Front,Unleaded,10.0,86489,White,6,SUV,7,30999,Traralgon,VIC
Suzuki,2017,Vitara,USED,Automatic,1.6,Front,Unleaded,6.0,60982,Black,4,SUV,5,23890,Phillip,ACT
Toyota,2018,Kluger,USED,Automatic,3.5,AWD,Unleaded,9.5,77382,Silver,6,SUV,7,49880,Cardiff,NSW
Mazda,2009,6,USED,Automatic,2.5,Front,Premium,8.7,181816,Grey,4,Sedan,5,9950,Wauchope,NSW
Mitsubishi,2021,Outlander,USED,Automatic,2.4,Front,Unleaded,7.2,22583,Grey,4,SUV,5,38990,Lavington,NSW
Suzuki,2018,Vitara,USED,Automatic,1.6,Front,Unleaded,6.0,8211,White,4,SUV,5,24990,Phillip,ACT
Mazda,2020,CX-5,USED,Automatic,2.5,AWD,Unleaded,7.5,37025,Black,4,SUV,5,36999,Traralgon,VIC
Audi,2023,A4,DEMO,Automatic,2.0,Front,Premium,6.1,2005,Black,4,Sedan,5,67788,Artarmon,NSW
Nissan,2011,Micra,USED,Manual,1.2,Front,Unleaded,5.9,121673,Silver,3,Hatchback,5,5990,Fyshwick,ACT
Toyota,2013,Landcruiser,USED,Automatic,3.0,4WD,Diesel,8.5,125640,Silver,4,SUV,7,43920,Bega,NSW
Nissan,2014,Navara,USED,Manual,2.5,4WD,Diesel,9.2,267435,Black,4,Ute / Tray,5,16413,Cardiff,NSW
Subaru,2020,Forester,USED,Automatic,2.5,AWD,Unleaded,7.4,58797,Blue,4,SUV,5,32670,Phillip,ACT
Toyota,2016,Hilux,USED,Automatic,2.8,4WD,Diesel,8.5,169479,White,4,Ute / Tray,5,32999,Traralgon,VIC
Toyota,2013,Landcruiser,USED,Automatic,3.0,4WD,Diesel,8.5,206734,White,4,SUV,7,39990,Lavington,NSW
Holden,2014,Trax,USED,Automatic,1.4,Front,Unleaded,6.9,145154,Black,4,SUV,5,13880,Phillip,ACT
Mitsubishi,2009,Lancer,USED,Manual,2.4,Front,Unleaded,8.7,192564,Silver,4,Sedan,5,9990,South Tamworth,NSW
Mazda,2022,CX-5,USED,Automatic,2.5,AWD,Unleaded,8.2,2018,-,4,SUV,5,58990,Stanmore,NSW
Ford,2021,Mustang,USED,Automatic,5.0,Rear,Premium,12.7,28880,Red,8,Hatchback,4,65999,Traralgon,VIC
Hyundai,2013,IX35,USED,Automatic,2.0,AWD,Diesel,7.5,104912,-,4,SUV,5,16590,Lavington,NSW
Ford,2009,Fiesta,USED,Automatic,1.4,Front,Unleaded,6.9,208002,Silver,4,Hatchback,5,6670,Phillip,ACT
Toyota,2016,Corolla,USED,Manual,1.8,Front,Unleaded,6.7,136245,Black,4,Hatchback,5,17990,Port Macquarie,NSW
Kia,2021,Picanto,USED,Automatic,1.2,Front,Unleaded,5.8,27867,Grey,4,Hatchback,5,22750,Coffs Harbour,NSW
Mercedes-Benz,2016,C300,USED,Automatic,2.0,Rear,Premium,6.6,100612,Grey,4,Coupe,4,39990,Phillip,ACT
Volkswagen,2013,Beetle,USED,Automatic,1.4,Front,Premium,6.4,98091,Black,4,Hatchback,4,23990,Traralgon,VIC
Toyota,2018,Landcruiser,USED,Manual,4.5,4WD,Diesel,10.7,69025,White,8,Ute / Tray,5,99990,Padstow,NSW
Subaru,2018,Impreza,USED,Automatic,2.0,AWD,Unleaded,7.2,33366,White,4,Hatchback,5,29999,Coffs Harbour,NSW
Hyundai,2015,Accent,USED,Automatic,1.4,Front,Unleaded,6.2,94682,Yellow,4,Hatchback,5,13990,Port Macquarie,NSW
Ford,2017,Mustang,USED,Automatic,5.0,Rear,Premium,12.6,57694,Red,8,Coupe,4,49995,Coffs Harbour,NSW
HSV,2017,Senator,USED,Automatic,6.2,Rear,Premium,15.0,4408,Grey,8,Sedan,5,115900,Artarmon,NSW
Mercedes-Benz,2011,ML350,USED,Automatic,3.0,4WD,Diesel,9.8,165000,Grey,6,SUV,5,22830,Fyshwick,ACT
Ford,2011,Territory,USED,Automatic,2.7,Rear,Diesel,8.2,192356,Brown,6,SUV,7,17990,Traralgon,VIC
Holden,2014,Colorado,USED,Automatic,2.8,4WD,Diesel,9.0,173342,-,4,Ute / Tray,5,26990,Lavington,NSW
Porsche,2020,Macan,USED,Automatic,2.0,AWD,Premium,8.9,28833,Silver,4,SUV,5,89930,Fyshwick,ACT
Mercedes-Benz,2019,C43,USED,Automatic,3.0,AWD,Premium,8.2,93271,Red,6,Sedan,4,69800,Rozelle,NSW
Audi,2023,Q5,DEMO,Automatic,2.0,AWD,Hybrid,5.4,1178,Silver,4,SUV,5,87850,Coffs Harbour,NSW
Mercedes-Benz,2015,E400,USED,Automatic,3.0,Rear,Premium,7.6,116888,White,6,Sedan,5,38990,Moruya,NSW
Mazda,2023,CX-9,NEW,Automatic,2.5,AWD,Unleaded,8.8,7,White,4,SUV,7,74888,Arncliffe,NSW
Jeep,2022,Wrangler,NEW,Automatic,3.6,4WD,Unleaded,10.3,21,Grey,6,SUV,5,87987,Coffs Harbour,NSW
Hyundai,2018,Sonata,USED,Automatic,2.4,Front,Unleaded,8.3,114004,-,4,Sedan,5,22999,Traralgon,VIC
Mazda,2016,3,USED,Manual,2.5,Front,Unleaded,6.5,70553,Black,4,Sedan,5,19725,Belconnen,ACT
Haval,2020,H9,USED,Automatic,2.0,4WD,Premium,10.9,121426,Silver,4,SUV,7,35990,South Tamworth,NSW
Mercedes-Benz,2017,C300,USED,Automatic,2.0,Rear,Premium,6.5,32550,Grey,4,Sedan,4,44450,Coffs Harbour,NSW
Porsche,2020,Cayenne,USED,Automatic,2.9,AWD,Premium,9.4,39650,Blue,6,SUV,5,164950,Rydalmere,NSW
Kia,2015,Sportage,USED,Automatic,2.0,Front,Unleaded,8.8,87348,Silver,4,SUV,5,18990,Phillip,ACT
Ford,2016,Kuga,USED,Automatic,2.0,AWD,Diesel,5.6,156832,Grey,4,SUV,5,18990,Seymour,VIC
Toyota,2023,RAV4,USED,Automatic,2.5,Front,Hybrid,4.8,46,Silver,4,SUV,5,64990,Alexandria,NSW
Ssangyong,2014,Stavic,USED,Automatic,2.0,Rear,Diesel,7.8,161877,White,4,Wagon,7,12990,Port Macquarie,NSW
Holden,2019,Commodore,USED,Automatic,2.0,Front,Premium,7.7,42098,Silver,4,Wagon,5,23735,Belconnen,ACT
Audi,2023,A3,DEMO,Automatic,2.0,AWD,Premium,6.6,2088,Black,4,Sedan,5,69788,Artarmon,NSW
Toyota,2017,Corolla,USED,Automatic,1.8,Front,Unleaded,6.1,93019,Blue,4,Hatchback,5,23880,Fyshwick,ACT
Subaru,2018,Liberty,USED,Automatic,2.5,AWD,Unleaded,7.3,82492,Red,4,Sedan,5,26999,Traralgon,VIC
LDV,2020,G10,USED,Automatic,1.9,Rear,Diesel,8.6,20862,White,4,Commercial,2,29990,Port Macquarie,NSW
Audi,2014,A3,USED,Automatic,1.4,Front,Premium,4.9,85738,Black,4,Convertible,4,19990,Phillip,ACT
Mazda,2023,CX-8,DEMO,Automatic,2.2,AWD,Diesel,6.0,15,White,4,SUV,7,68800,Kirrawee,NSW
Toyota,2019,Camry,USED,Automatic,2.5,Front,Unleaded,7.8,50216,Blue,4,Sedan,5,31990,Wodonga,VIC
Audi,2016,Q3,USED,Automatic,1.4,Front,Premium,5.9,52180,Grey,4,SUV,5,27990,Phillip,ACT
Volkswagen,2023,Amarok,DEMO,Automatic,3.0,AWD,Diesel,8.4,21,Grey,6,Ute / Tray,5,78990,Liverpool,NSW
Mini,2017,Countryman,USED,Automatic,1.5,Front,Premium,6.0,59092,Green,3,SUV,5,35890,West Ballina,NSW
Toyota,2019,Hilux,USED,Automatic,2.8,4WD,Diesel,8.5,92124,White,4,Ute / Tray,5,55990,Wodonga,VIC
Subaru,2017,Forester,USED,Automatic,2.0,AWD,Diesel,6.3,153350,White,4,SUV,5,20990,Fyshwick,ACT
LDV,2019,T60,USED,Automatic,2.8,4WD,Diesel,9.6,24298,Grey,4,Ute / Tray,5,31990,Alexandria,NSW
Kia,2019,Cerato,USED,Automatic,2.0,Front,Unleaded,7.4,25343,White,4,Sedan,5,24999,Traralgon,VIC
Ford,2018,Endura,USED,Automatic,2.0,Front,Diesel,6.7,46193,White,4,SUV,5,37990,Wodonga,VIC
Audi,2022,Q5,DEMO,Automatic,2.0,AWD,Hybrid,8.0,200,White,4,SUV,5,94788,Artarmon,NSW
Ford,2020,Everest,USED,Automatic,2.0,4WD,Diesel,7.0,33587,Silver,4,SUV,7,64990,Wodonga,VIC
Ford,2016,Ecosport,USED,Manual,1.0,Front,Premium,5.7,107602,Grey,3,SUV,5,12750,Wauchope,NSW
Mazda,2014,CX-5,USED,Automatic,2.0,Front,Unleaded,6.4,117307,Blue,4,SUV,5,22590,Bairnsdale,VIC
Toyota,2019,Corolla,USED,Automatic,1.8,Front,Hybrid,4.2,68333,Red,4,Hatchback,5,32990,Traralgon,VIC
Mercedes-Benz,2020,GLC43,USED,Automatic,3.0,AWD,Premium,10.4,22785,Black,6,SUV,5,95900,Artarmon,NSW
Holden,2014,Colorado,USED,Automatic,2.8,4WD,Diesel,9.4,138550,-,4,SUV,7,27990,Wangaratta,VIC
Mitsubishi,2015,Triton,USED,Manual,2.4,4WD,Diesel,7.2,196657,Red,4,Ute / Tray,5,24990,Port Macquarie,NSW
Kia,2017,Carnival,USED,Automatic,2.2,Front,Diesel,7.7,246117,-,4,Wagon,8,24990,Traralgon,VIC
Mitsubishi,2015,Pajero,USED,Automatic,2.4,4WD,Diesel,8.0,64967,Red,4,SUV,5,36990,Wangaratta,VIC
Toyota,2020,Corolla,USED,Automatic,2.0,Front,Unleaded,6.0,59399,Black,4,Hatchback,5,28100,Phillip,ACT
Toyota,2015,Hilux,USED,Automatic,2.8,4WD,Diesel,8.5,116785,Grey,4,Ute / Tray,5,44990,Port Macquarie,NSW
Ford,2018,Endura,USED,Automatic,2.0,AWD,Diesel,6.7,94557,Grey,4,SUV,5,32990,Shepparton,VIC
Ford,2020,Ranger,USED,Automatic,3.2,4WD,Diesel,8.7,189253,White,5,Ute / Tray,5,30999,Traralgon,VIC
Mazda,2016,BT-50,USED,Automatic,3.2,4WD,Diesel,9.2,205245,Silver,5,Ute / Tray,5,34990,Shepparton,VIC
Ford,2018,Ranger,USED,Automatic,3.2,4WD,Diesel,8.7,101158,White,5,Ute / Tray,2,36999,Traralgon,VIC
Jeep,2016,Renegade,USED,Automatic,1.4,Front,Premium,5.9,84314,Red,4,SUV,5,19990,Lismore,NSW
Isuzu,2017,MU-X,USED,Automatic,3.0,4WD,Diesel,8.1,82383,White,4,SUV,7,44995,Lismore,NSW
Kia,2019,Picanto,USED,Automatic,1.2,Front,Unleaded,5.8,22868,Black,4,Hatchback,5,18800,Phillip,ACT
Volkswagen,2018,Tiguan,USED,Automatic,2.0,AWD,Premium,7.5,56613,Blue,4,SUV,5,33995,Lismore,NSW
Kia,2019,Cerato,USED,Automatic,1.6,Front,Unleaded,6.8,23697,Silver,4,Hatchback,5,32950,Echuca,VIC
Holden,2015,Barina,USED,Automatic,1.6,Front,Unleaded,6.6,125581,Black,4,Hatchback,5,11990,Armidale,NSW
Toyota,2019,Hilux,USED,Automatic,2.8,4WD,Diesel,8.5,134013,White,4,Ute / Tray,5,43995,Lismore,NSW
Volkswagen,2020,Tiguan,USED,Automatic,2.0,AWD,Premium,7.9,16372,Black,4,SUV,7,40999,Traralgon,VIC
Honda,2011,Odyssey,USED,Automatic,2.4,Front,Unleaded,8.9,220395,Silver,4,Wagon,7,12888,Phillip,ACT
Nissan,2014,Navara,USED,Automatic,2.5,4WD,Diesel,10.5,158076,White,4,Ute / Tray,5,22990,Shepparton,VIC
Ford,2001,Escape,USED,Automatic,3.0,4WD,Unleaded,13.0,212085,Gold,6,SUV,5,5990,Shepparton,VIC
Toyota,2015,Camry,USED,Automatic,2.5,Front,Hybrid,5.2,72088,Silver,4,Sedan,5,28990,Kyabram,VIC
Ford,2018,Focus,USED,Automatic,1.5,Front,Unleaded,6.4,83075,White,3,Hatchback,5,18999,Traralgon,VIC
Holden,2011,Commodore,USED,Automatic,3.6,Rear,Unleaded,10.1,201231,Green,6,Ute / Tray,2,16990,Traralgon,VIC
Hyundai,2020,I30,USED,Automatic,2.0,Front,Unleaded,7.4,56071,Silver,4,Hatchback,5,21870,Phillip,ACT
Hyundai,2016,Tucson,USED,Manual,2.0,Front,Unleaded,7.9,231209,-,4,SUV,5,13990,Traralgon,VIC
Toyota,2017,RAV4,USED,Automatic,2.5,AWD,Unleaded,8.5,76410,Black,4,SUV,5,35990,Seymour,VIC
Subaru,2019,Outback,USED,Automatic,2.5,AWD,Unleaded,7.3,103366,Gold,4,SUV,5,32999,Traralgon,VIC
Toyota,2018,C-HR,USED,Automatic,1.2,Front,Premium,5.5,63108,Grey,4,SUV,5,28999,Traralgon,VIC
Renault,2018,Koleos,USED,Automatic,2.0,4WD,Diesel,6.1,42859,Black,4,SUV,5,29990,Hume,ACT
Nissan,2009,Navara,USED,Manual,2.5,4WD,Diesel,9.2,294536,Blue,4,Ute / Tray,5,12990,Traralgon,VIC
Toyota,2017,Hilux,USED,Automatic,2.8,4WD,Diesel,8.5,276375,White,4,Ute / Tray,5,36990,Kyabram,VIC
Holden,2017,Colorado,USED,Automatic,2.8,4WD,Diesel,9.1,147604,Grey,4,Ute / Tray,5,36990,Seymour,VIC
Ford,2016,Ranger,USED,Automatic,3.2,4WD,Diesel,9.0,113991,Blue,5,Ute / Tray,5,41990,Seymour,VIC
Mercedes-Benz,2015,A200,USED,Automatic,1.6,Front,Premium,6.1,77431,Grey,4,Hatchback,5,29990,Phillip,ACT
Mazda,2005,6,USED,Automatic,2.3,Front,Premium,8.9,189567,-,4,Hatchback,5,9799,Dandenong,VIC
Holden,2015,Colorado,USED,Automatic,2.8,4WD,Diesel,9.4,138790,Grey,4,SUV,7,27990,Traralgon,VIC
Hyundai,2018,Iload,USED,Automatic,2.5,Rear,Diesel,8.8,39073,Blue,4,Commercial,3,40950,Dandenong South,VIC
Kia,2019,Cerato,USED,Automatic,2.0,Front,Unleaded,7.4,52448,Grey,4,Sedan,5,21870,Phillip,ACT
Nissan,2013,Dualis,USED,Automatic,2.0,Front,Unleaded,8.2,175187,Blue,4,SUV,5,12999,Bayswater,VIC
Ford,2013,Territory,USED,Automatic,2.7,Rear,Diesel,8.2,192388,White,6,SUV,5,16990,Traralgon,VIC
Toyota,2020,HiAce,USED,Automatic,2.8,Rear,Diesel,8.2,86280,White,4,Commercial,2,51950,Dandenong South,VIC
Isuzu,2019,MU-X,USED,Automatic,3.0,4WD,Diesel,8.1,138702,White,4,SUV,7,42950,Dandenong South,VIC
BMW,2018,X1,USED,Automatic,2.0,AWD,Premium,6.6,94970,Black,4,SUV,5,37380,Phillip,ACT
Subaru,2017,Forester,USED,Automatic,2.5,AWD,Unleaded,8.1,62841,White,4,SUV,5,30999,Seymour,VIC
Toyota,2020,C-HR,USED,Automatic,1.2,Front,Premium,6.4,21701,White,4,SUV,5,38750,Coffs Harbour,NSW
Ford,2018,Everest,USED,Automatic,3.2,4WD,Diesel,8.5,26409,Silver,5,SUV,7,52990,Coffs Harbour,NSW
Toyota,2016,RAV4,USED,Automatic,2.0,Front,Unleaded,7.4,177710,White,4,SUV,5,23999,Dandenong,VIC
Hyundai,2019,Sonata,USED,Automatic,2.4,Front,Unleaded,8.3,139042,Grey,4,Sedan,5,20999,Traralgon,VIC
Mazda,2017,CX-5,USED,Automatic,2.5,AWD,Unleaded,7.5,42647,Black,4,SUV,5,34450,Phillip,ACT
Mitsubishi,2014,Pajero,USED,Automatic,3.2,4WD,Diesel,9.0,282674,-,4,SUV,5,25999,Coffs Harbour,NSW
Volkswagen,2018,Amarok,USED,Automatic,3.0,4WD,Diesel,7.8,177188,White,6,Ute / Tray,5,42990,Echuca,VIC
Honda,2019,Odyssey,USED,Automatic,2.4,Front,Unleaded,7.8,39840,White,4,Wagon,7,47990,Vermont,VIC
Volkswagen,2014,Amarok,USED,Automatic,2.0,4WD,Diesel,8.3,170132,Silver,4,Ute / Tray,5,22990,Fyshwick,ACT
Jeep,2023,Compass,NEW,Automatic,2.0,4WD,Diesel,6.9,40,Black,4,SUV,5,55574,Traralgon,VIC
Holden,2017,Colorado,USED,Automatic,2.8,Rear,Diesel,8.9,126103,White,4,Ute / Tray,5,37999,Coffs Harbour,NSW
Suzuki,2019,Baleno,USED,Automatic,1.4,Front,Unleaded,5.4,13808,Blue,4,Hatchback,5,22999,Traralgon,VIC
Jaguar,2018,E-Pace,USED,Automatic,2.0,AWD,Diesel,5.6,95000,Grey,4,SUV,5,42000,Dandenong,VIC
Ford,2017,Ranger,USED,Manual,3.2,4WD,Diesel,8.3,207949,White,5,Ute / Tray,5,22850,Wickham,NSW
Isuzu,2018,D-MAX,USED,Automatic,3.0,Rear,Diesel,7.7,91171,Grey,4,Ute / Tray,5,38990,Lavington,NSW
Ford,2014,Ranger,USED,Automatic,3.2,4WD,Diesel,9.2,235718,White,5,Ute / Tray,2,21990,Traralgon,VIC
Ford,1993,Falcon,USED,Manual,4.9,Rear,Unleaded,15.0,409184,Black,8,Sedan,5,67500,Fyshwick,ACT
Great,2019,Wall,USED,Manual,2.0,4WD,Diesel,9.0,88974,White,4,Ute / Tray,5,16800,Beresfield,NSW
Toyota,2018,C-HR,USED,Automatic,1.2,Front,Premium,5.5,85422,Yellow,4,SUV,5,28950,Echuca,VIC
Mitsubishi,2008,Outlander,USED,Automatic,3.0,4WD,Unleaded,10.9,211121,Black,6,SUV,7,10990,Tugun,QLD
Ford,2005,Falcon,USED,Automatic,5.4,Rear,Unleaded,14.5,285000,White,8,Sedan,5,14990,Holbrook,NSW
Toyota,2016,RAV4,USED,Automatic,2.0,Front,Unleaded,7.4,60515,Silver,4,SUV,5,28990,Maitland,NSW
Nissan,2015,Navara,USED,Automatic,2.3,4WD,Diesel,7.1,282667,White,4,Ute / Tray,5,24990,Traralgon,VIC
Lexus,2020,RC350,USED,Automatic,3.5,Rear,Premium,9.1,29288,White,6,Coupe,4,68888,Belconnen,ACT
Toyota,2008,Landcruiser,USED,Automatic,4.7,4WD,Unleaded,14.5,223778,Black,8,SUV,8,49999,Coffs Harbour,NSW
Holden,2018,Commodore,USED,Automatic,2.0,Front,Premium,7.7,143806,White,4,Wagon,5,14990,Hamilton North,NSW
Mitsubishi,2008,Pajero,USED,Manual,3.2,4WD,Diesel,9.2,326184,White,4,SUV,7,14650,Bayswater,VIC
