,Brand,Year,Model,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption/100km,Kilometres,CylindersinEngine,BodyType,Doors,Seats,Price,Extcolour,City,State
1254,Toyota,2020-01-01,RAV4,USED,Automatic,2.5,Front,Hybrid,4.7,56630.0,4,SUV,5,5,57888.0,Grey ,Waitara, NSW
1255,Audi,2023-01-01,Q2,USED,Automatic,1.5,Front,Premium,5.2,20.0,4,SUV,4,5,49990.0,White ,Pennant Hills, NSW
1257,Toyota,2017-01-01,Corolla,USED,Automatic,1.8,Front,Hybrid,4.1,83143.0,4,Hatchback,5,5,26980.0,White ,Morphett Vale, SA
1258,Mazda,2009-01-01,CX-9,USED,Automatic,3.7,4WD,Unleaded,3.0,111459.0,6,SUV,4,7,14995.0,White ,Minchinbury, NSW
1259,Hyundai,2009-01-01,I30,USED,Automatic,2.0,Front,Unleaded,7.6,145687.0,4,Hatchback,5,5,10995.0,Grey ,Minchinbury, NSW
1260,Nissan,2011-01-01,Navara,USED,Manual,2.5,4WD,Diesel,9.2,251181.0,4,Ute / Tray,4,5,12995.0,Silver ,Minchinbury, NSW
1261,Hyundai,2018-01-01,Sonata,USED,Automatic,2.4,Front,Unleaded,8.3,107966.0,4,Sedan,4,5,19990.0,Silver ,Alexandria, NSW
1262,Ram,2021-01-01,1500,USED,Automatic,5.7,4WD,Hybrid,2.2,93431.0,8,Ute / Tray,4,5,116800.0,Grey ,Rozelle, NSW
1263,Toyota,2022-01-01,RAV4,USED,Automatic,2.5,Front,Hybrid,4.7,3592.0,4,SUV,5,5,59990.0,White ,Liverpool, NSW
1264,Ford,2015-01-01,Ranger,USED,Manual,3.2,4WD,Diesel,8.9,121100.0,5,Ute / Tray,4,5,34999.0,White ,Elderslie, NSW
1266,Nissan,2011-01-01,Navara,USED,Manual,2.5,4WD,Diesel,9.8,187157.0,4,Ute / Tray,4,5,15990.0,Grey ,Brighton, SA
1267,Land,2017-01-01,Rover,USED,Automatic,2.0,AWD,Premium,8.0,129250.0,4,SUV,4,5,40990.0,White ,Alexandria, NSW
1268,Toyota,2018-01-01,Kluger,USED,Automatic,3.5,Front,Unleaded,9.1,94695.0,6,SUV,4,7,37990.0,Grey ,Granville, NSW
1269,Mazda,2012-01-01,CX-9,USED,Automatic,3.7,Front,Unleaded,7.3,163355.0,6,SUV,4,7,17995.0,White ,Minchinbury, NSW
1270,Nissan,2008-01-01,Navara,USED,Manual,2.5,4WD,Diesel,9.8,273023.0,4,Ute / Tray,4,5,10950.0,Silver ,Campbelltown, NSW
1271,Nissan,2017-01-01,Pathfinder,USED,Automatic,3.5,Front,Premium,9.9,123526.0,6,SUV,4,7,22987.0,White ,Penrith, NSW
1272,Nissan,2019-01-01,Qashqai,USED,Automatic,2.0,Front,Unleaded,6.9,90196.0,4,SUV,4,5,23980.0,Blue ,Melrose Park, SA
1273,Jeep,2013-01-01,Patriot,USED,Automatic,2.0,Rear,Premium,8.3,115071.0,4,SUV,4,5,13990.0,Blue ,Minchinbury, NSW
1274,Holden,2017-01-01,Colorado,USED,Automatic,2.8,4WD,Diesel,9.0,178141.0,4,Ute / Tray,4,5,27000.0,White ,Blacktown, NSW
1275,Nissan,2019-01-01,Pathfinder,USED,Automatic,3.5,Front,Premium,9.9,65641.0,6,SUV,4,7,34990.0,White ,Moorebank, NSW
1276,Mitsubishi,2018-01-01,ASX,USED,Automatic,2.0,Front,Unleaded,7.6,36861.0,4,SUV,4,5,25990.0,Black ,Morphett Vale, SA
1277,Dodge,2010-01-01,Journey,USED,Automatic,2.7,Front,Premium,0.3,167735.0,6,Wagon,4,7,8999.0,Grey ,Elderslie, NSW
1278,Honda,2012-01-01,Accord,USED,Automatic,2.4,Front,Premium,8.5,221053.0,4,Sedan,4,5,13990.0,White ,Minchinbury, NSW
1279,Nissan,2016-01-01,X-Trail,USED,Automatic,2.5,4WD,Unleaded,8.3,149136.0,4,SUV,4,5,21990.0,Grey ,Minchinbury, NSW
1280,Kia,2016-01-01,Sorento,USED,Automatic,2.2,AWD,Diesel,7.8,98793.0,4,SUV,4,7,28990.0,White ,Castle Hill, NSW
1281,Mazda,2018-01-01,3,USED,Automatic,2.0,Front,Unleaded,5.7,75857.0,4,Sedan,4,5,24995.0,Grey ,Minchinbury, NSW
1282,Ford,2012-01-01,Focus,USED,Automatic,1.6,Front,Unleaded,6.6,172158.0,4,Sedan,4,5,10888.0,White ,Townsville, QLD
1284,Ford,2012-01-01,Focus,USED,Automatic,2.0,Front,Unleaded,6.7,67000.0,4,Hatchback,5,5,14999.0,Black ,Five Dock, NSW
1285,Honda,2017-01-01,CR-V,USED,Automatic,2.4,4WD,Unleaded,8.7,72078.0,4,SUV,4,5,31990.0,White ,Banksia, NSW
1287,Kia,2017-01-01,Stinger,USED,Automatic,2.0,Rear,Unleaded,8.8,153204.0,4,Sedan,4,5,36950.0,Blue ,Penrith, NSW
1288,Kia,2021-01-01,Picanto,USED,Automatic,1.2,Front,Unleaded,5.8,17586.0,4,Hatchback,5,5,19990.0,Orange ,Alexandria, NSW
1289,Mitsubishi,2011-01-01,Triton,USED,Manual,2.5,4WD,Diesel,9.1,219588.0,4,Ute / Tray,4,5,16990.0,White ,Cabramatta, NSW
1290,Volkswagen,2022-01-01,T-Cross,DEMO,Automatic,1.0,Front,Premium,5.4,1501.0,3,SUV,4,5,39990.0,Silver ,Mascot, NSW
1291,Nissan,2019-01-01,X-Trail,USED,Automatic,2.5,Front,Unleaded,8.1,61611.0,4,SUV,4,7,27990.0,Blue ,Revesby, NSW
1292,Toyota,2018-01-01,Hilux,USED,Automatic,2.8,4WD,Diesel,8.5,123010.0,4,Ute / Tray,4,5,40990.0,White ,Bassendean, WA
1293,Toyota,2021-01-01,Hilux,USED,Automatic,2.8,4WD,Diesel,7.9,56826.0,4,Ute / Tray,4,5,64888.0,White ,Blacktown, NSW
1294,Lexus,2018-01-01,ES350,USED,Automatic,3.5,Front,Premium,9.5,46586.0,6,Sedan,4,5,52900.0,Grey ,Waterloo, NSW
1295,Skoda,2022-01-01,Octavia,DEMO,Automatic,2.0,Front,Premium,6.3,1502.0,4,Wagon,4,5,54714.0,White ,Artarmon, NSW
1297,Toyota,2021-01-01,RAV4,USED,Automatic,2.0,Front,Unleaded,6.5,13014.0,4,SUV,5,5,43995.0,White ,Bentley, WA
1298,Hyundai,2017-01-01,Sonata,USED,Automatic,2.4,Front,Unleaded,8.3,45295.0,4,Sedan,4,5,24990.0,Silver ,Minchinbury, NSW
1299,Chrysler,2019-01-01,300,USED,Automatic,6.4,Rear,Premium,3.0,130151.0,8,Sedan,4,5,57950.0,White ,Campbelltown, NSW
1300,Volkswagen,2023-01-01,Polo,DEMO,Automatic,2.0,Front,Premium,6.5,10.0,4,Hatchback,5,5,45990.0,Grey ,Mascot, NSW
1301,Volkswagen,2012-01-01,Tiguan,USED,Automatic,2.0,AWD,Premium,8.8,157740.0,4,SUV,4,5,14995.0,White ,Minchinbury, NSW
1302,Toyota,2019-01-01,Corolla,USED,Automatic,1.8,Front,Hybrid,4.2,61774.0,4,Hatchback,5,5,28888.0,White ,Ryde, NSW
1303,Volkswagen,2021-01-01,Polo,USED,Automatic,1.0,Front,Premium,5.0,36612.0,3,Hatchback,5,5,21900.0,White ,Welshpool, WA
1304,Jeep,2022-01-01,Compass,USED,Automatic,2.4,Front,Unleaded,7.9,3781.0,4,SUV,4,5,45490.0,Black ,Warwick Farm, NSW
1305,Mini,2021-01-01,3D,USED,Automatic,1.5,Front,Premium,5.3,22781.0,3,Hatchback,3,4,39990.0,Black ,Artarmon, NSW
1306,BMW,2018-01-01,430I,USED,Automatic,2.0,Rear,Premium,5.8,127495.0,4,Hatchback,4,5,45900.0,Grey ,Osborne Park, WA
1307,Jeep,2016-01-01,Wrangler,USED,Automatic,3.6,4WD,Unleaded,0.7,129905.0,6,SUV,4,5,36990.0,White ,Auburn, NSW
1308,Volkswagen,2016-01-01,Amarok,USED,Automatic,2.0,4WD,Diesel,8.3,227252.0,4,Ute / Tray,4,5,20990.0,Red ,Campbelltown, NSW
1310,Kia,2017-01-01,Sportage,USED,Automatic,2.0,AWD,Diesel,6.8,72510.0,4,SUV,4,5,31990.0,White ,Granville, NSW
1311,Volkswagen,2014-01-01,Caddy,USED,Manual,1.2,Front,Premium,6.9,124401.0,4,Commercial,3,2,22990.0,White ,Thornleigh, NSW
1313,Ford,2019-01-01,Ranger,USED,Automatic,3.2,4WD,Diesel,8.7,165655.0,5,Ute / Tray,4,5,29980.0,White ,Welshpool, WA
1314,Mitsubishi,2007-01-01,Outlander,USED,Automatic,3.0,4WD,Unleaded,0.9,214591.0,6,SUV,4,7,8990.0,Black ,Minchinbury, NSW
1315,Renault,2023-01-01,Trafic,NEW,Automatic,2.0,Front,Diesel,6.5,11.0,4,Commercial,3,3,56480.0,Grey ,Castle Hill, NSW
1316,Suzuki,2012-01-01,Swift,USED,Automatic,1.4,Front,Unleaded,6.2,106587.0,4,Hatchback,5,5,13490.0,Blue ,Smeaton Grange, NSW
1317,Toyota,2021-01-01,Corolla,USED,Automatic,2.0,Front,Unleaded,6.0,56579.0,4,Sedan,4,5,31888.0,Grey ,Smeaton Grange, NSW
1318,Volkswagen,2017-01-01,Golf,USED,Manual,2.0,Front,Premium,6.7,100718.0,4,Hatchback,5,5,33450.0,Grey ,Dudley Park, WA
1319,Nissan,2018-01-01,Qashqai,USED,Automatic,2.0,Front,Unleaded,6.9,37952.0,4,SUV,4,5,31990.0,Blue ,Alexandria, NSW
1320,Holden,2012-01-01,Commodore,USED,Automatic,3.0,Rear,Unleaded,8.9,179418.0,6,Sedan,4,5,9995.0,White ,Minchinbury, NSW
1321,Volkswagen,2018-01-01,Polo,USED,Automatic,1.0,Front,Premium,5.0,18531.0,3,Hatchback,5,5,21880.0,White ,Zetland, NSW
1322,Jeep,2013-01-01,Grand,USED,Automatic,3.6,Rear,Premium,0.1,104581.0,6,SUV,4,5,22880.0,Black ,Minchinbury, NSW
1323,Mitsubishi,2020-01-01,ASX,USED,Automatic,2.0,Front,Unleaded,7.6,60344.0,4,SUV,4,5,25999.0,White ,Cannington, WA
1324,Suzuki,2022-01-01,Swift,USED,Automatic,1.0,Front,Unleaded,5.1,3791.0,3,Hatchback,5,5,27990.0,Blue ,Revesby, NSW
1325,BMW,2015-01-01,X1,USED,Automatic,2.0,AWD,Diesel,5.4,122924.0,4,SUV,4,5,26999.0,Blue ,Croydon, NSW
1327,Lexus,2019-01-01,NX300H,USED,Automatic,2.5,Front,Hybrid,5.6,25867.0,4,SUV,4,5,59900.0,Black ,Waterloo, NSW
1328,BMW,2019-01-01,X3,USED,Automatic,2.0,4WD,Unleaded,7.4,23593.0,4,SUV,4,5,54990.0,White ,Mosman, NSW
1329,Audi,2016-01-01,Q7,USED,Automatic,3.0,AWD,Diesel,5.9,151601.0,6,SUV,4,7,36880.0,Black ,Blacktown, NSW
1330,Toyota,2020-01-01,Hilux,USED,Automatic,2.8,4WD,Diesel,7.9,68124.0,4,Ute / Tray,4,5,63888.0,White ,Pennant Hills, NSW
1331,Ford,2011-01-01,Territory,USED,Automatic,2.7,Rear,Diesel,8.2,174489.0,6,SUV,4,7,12995.0,Blue ,Minchinbury, NSW
1332,Toyota,2017-01-01,Corolla,USED,Automatic,1.8,Front,Unleaded,6.1,77491.0,4,Hatchback,5,5,26590.0,White ,Mandurah, WA
1334,Holden,2013-01-01,Cruze,USED,Automatic,1.4,Front,Unleaded,6.9,64967.0,4,Sedan,4,5,12990.0,White ,Brookvale, NSW
1335,Hyundai,2020-01-01,I30,USED,Automatic,2.0,Front,Unleaded,7.4,47705.0,4,Hatchback,4,5,22950.0,Grey ,Pendle Hill, NSW
1336,Mazda,2018-01-01,BT-50,USED,Manual,3.2,Rear,Diesel,8.4,174788.0,5,Ute / Tray,2,3,21950.0,White ,Pendle Hill, NSW
1337,Lexus,2014-01-01,GS450H,USED,Automatic,3.5,Rear,Hybrid,6.3,102931.0,6,Sedan,4,5,44900.0,Grey ,Waterloo, NSW
1339,Toyota,2019-01-01,Kluger,USED,Automatic,3.5,Front,Unleaded,9.1,62183.0,6,SUV,4,7,37900.0,Grey ,Five Dock, NSW
1341,Suzuki,2021-01-01,Baleno,USED,Automatic,1.4,Front,Unleaded,5.4,41781.0,4,Hatchback,4,5,18888.0,Silver ,Ryde, NSW
1342,Toyota,2012-01-01,Tarago,USED,Automatic,3.5,Front,Premium,0.3,211092.0,6,Wagon,4,7,17995.0,White ,Minchinbury, NSW
1343,Volkswagen,2012-01-01,Touareg,USED,Automatic,3.0,AWD,Diesel,7.4,221377.0,6,SUV,4,5,18990.0,White ,Cabramatta, NSW
1344,Toyota,2017-01-01,Hiace,USED,Automatic,3.0,Rear,Diesel,9.2,170981.0,4,Commercial,4,5,32990.0,Silver ,Greenacre, NSW
1345,Nissan,2020-01-01,X-Trail,USED,Automatic,2.5,Front,Unleaded,7.9,62121.0,4,SUV,4,5,29990.0,White ,Cannington, WA
1346,Volkswagen,2022-01-01,T-ROC,DEMO,Automatic,2.0,AWD,Premium,7.3,10.0,4,SUV,4,5,53490.0,White ,Mascot, NSW
1348,Mercedes-Benz,2020-01-01,C200,USED,Automatic,2.0,Rear,Unleaded,7.6,36375.0,4,Convertible,2,4,67990.0,Blue ,Bentley, WA
1349,Hyundai,2013-01-01,Santa,USED,Automatic,2.2,AWD,Diesel,7.3,188655.0,4,SUV,4,7,22995.0,Grey ,Minchinbury, NSW
1350,Peugeot,2015-01-01,508,USED,Automatic,2.2,Front,Diesel,5.7,60862.0,4,Sedan,4,5,19990.0,White ,Croydon, NSW
1351,Subaru,2018-01-01,Outback,USED,Automatic,2.0,AWD,Diesel,6.3,90256.0,4,SUV,4,5,29690.0,White ,West Ryde, NSW
1352,Suzuki,2018-01-01,Ignis,USED,Automatic,1.2,Front,Premium,4.9,16347.0,4,SUV,4,5,19880.0,White ,Chatswood, NSW
1353,BMW,2015-01-01,X3,USED,Automatic,2.0,4WD,Premium,7.3,113298.0,4,SUV,4,5,33990.0,Black ,Artarmon, NSW
1354,Mazda,2011-01-01,BT-50,USED,Manual,3.2,Rear,Diesel,8.4,182676.0,5,Ute / Tray,4,5,17995.0,White ,Mount Druitt, NSW
1355,Mitsubishi,2020-01-01,ASX,USED,Automatic,2.0,Front,Unleaded,7.6,94346.0,4,SUV,4,5,23887.0,White ,Osborne Park, WA
1356,Hyundai,2016-01-01,I30,USED,Automatic,1.8,Front,Unleaded,7.1,123209.0,4,Hatchback,5,5,19987.0,Black ,Penrith, NSW
1357,Holden,2011-01-01,Commodore,USED,Automatic,3.6,Rear,Unleaded,0.3,245103.0,6,Wagon,4,5,12990.0,Black ,Richmond, NSW
1358,Mitsubishi,2013-01-01,ASX,USED,Automatic,2.3,4WD,Diesel,5.8,166183.0,4,SUV,4,5,16990.0,Silver ,Minchinbury, NSW
1359,Toyota,2018-01-01,Hilux,USED,Automatic,2.8,4WD,Diesel,8.5,89567.0,4,Ute / Tray,4,5,46290.0,White ,Bassendean, WA
1360,Mazda,2013-01-01,CX-5,USED,Automatic,2.2,AWD,Diesel,5.7,84100.0,4,SUV,4,5,22990.0,White ,North Narrabeen, NSW
1361,Hyundai,2008-01-01,Elantra,USED,Automatic,2.0,Front,Unleaded,7.8,225901.0,4,Sedan,4,5,4300.0,Black ,Leumeah, NSW
1362,Subaru,2008-01-01,Liberty,USED,Manual,2.5,AWD,Unleaded,9.0,264188.0,4,Sedan,4,5,6999.0,Grey ,Five Dock, NSW
1363,Ford,2007-01-01,Territory,USED,Automatic,4.0,AWD,Unleaded,2.2,199450.0,6,SUV,4,5,9990.0,Grey ,Minchinbury, NSW
1365,Lexus,2018-01-01,NX300,USED,Automatic,2.0,AWD,Premium,7.9,68955.0,4,SUV,4,5,47900.0,White ,Dudley Park, WA
1366,Volkswagen,2019-01-01,Tiguan,USED,Automatic,2.0,AWD,Premium,8.1,84665.0,4,SUV,4,5,37380.0,Black ,Blacktown, NSW
1367,Ford,2012-01-01,Focus,USED,Manual,2.0,Front,Premium,7.4,108940.0,4,Hatchback,5,5,24990.0,White ,Minchinbury, NSW
1368,Ford,2008-01-01,Focus,USED,Manual,2.5,Front,Premium,9.3,218000.0,5,Hatchback,5,5,9990.0,Blue ,Saint Marys, NSW
1369,Mazda,2018-01-01,CX-5,USED,Automatic,2.0,Front,Unleaded,6.9,36313.0,4,SUV,4,5,31990.0,Silver ,North Narrabeen, NSW
1370,Ford,2012-01-01,Territory,USED,Automatic,2.7,AWD,Diesel,9.0,114123.0,6,SUV,4,7,21990.0,Brown ,Rockingham, WA
1371,Toyota,2018-01-01,Kluger,USED,Automatic,3.5,Front,Unleaded,9.3,84326.0,6,SUV,4,7,46990.0,White ,Castle Hill, NSW
1372,Ford,2012-01-01,Ranger,USED,Manual,2.2,4WD,Diesel,8.1,175802.0,4,Ute / Tray,4,5,22995.0,White ,Minchinbury, NSW
1373,Peugeot,2021-01-01,3008,USED,Automatic,1.6,Front,Premium,7.3,25723.0,4,SUV,4,5,36980.0,Grey ,Richmond, NSW
1374,Kia,2017-01-01,Carnival,USED,Automatic,3.3,Front,Unleaded,0.6,102860.0,6,Wagon,4,8,24880.0,White ,Welshpool, WA
1375,Kia,2021-01-01,Cerato,USED,Automatic,1.6,Front,Unleaded,6.8,27258.0,4,Hatchback,5,5,36950.0,Orange ,Liverpool, NSW
1376,Mitsubishi,2015-01-01,Triton,USED,Manual,2.5,4WD,Diesel,8.1,220494.0,4,Ute / Tray,4,5,15950.0,White ,Campbelltown, NSW
1378,Skoda,2019-01-01,Octavia,USED,Automatic,2.0,Front,Premium,6.5,104448.0,4,Sedan,4,5,28800.0,Black ,Artarmon, NSW
1379,Kia,2018-01-01,Sportage,USED,Automatic,2.0,Front,Unleaded,7.9,91851.0,4,SUV,4,5,23800.0,White ,Welshpool, WA
1380,Mitsubishi,2016-01-01,ASX,USED,Automatic,2.0,Front,Unleaded,7.4,97354.0,4,SUV,4,5,20990.0,White ,Minchinbury, NSW
1381,Hyundai,2013-01-01,I40,USED,Automatic,1.7,Front,Diesel,6.0,258096.0,4,Wagon,4,5,10900.0,White ,Campbelltown, NSW
1382,Suzuki,2016-01-01,Vitara,USED,Automatic,1.6,4WD,Unleaded,6.3,202839.0,4,SUV,4,5,22950.0,Grey ,Penrith, NSW
1383,Volkswagen,2016-01-01,Passat,USED,Automatic,1.8,Front,Premium,6.0,105680.0,4,Wagon,4,5,29888.0,White ,Penrith, NSW
1384,Jeep,2015-01-01,Cherokee,USED,Automatic,3.2,4WD,Unleaded,7.3,144089.0,6,SUV,4,5,19900.0,Silver ,Dudley Park, WA
1385,Volkswagen,2020-01-01,Tiguan,USED,Automatic,2.0,AWD,Premium,8.1,30738.0,4,SUV,4,5,49990.0,White ,Mosman, NSW
1386,Mazda,2022-01-01,CX-9,USED,Automatic,2.5,Front,Unleaded,8.4,17020.0,4,SUV,4,7,57800.0,Grey ,Rozelle, NSW
1387,Toyota,2019-01-01,RAV4,USED,Automatic,2.5,AWD,Hybrid,4.8,78854.0,4,SUV,5,5,43888.0,White ,Blacktown, NSW
1388,Mitsubishi,2019-01-01,ASX,USED,Automatic,2.0,Front,Unleaded,7.6,50765.0,4,SUV,4,5,26990.0,White ,Revesby, NSW
1389,Porsche,2015-01-01,Cayenne,USED,Automatic,3.6,AWD,Premium,7.3,168766.0,6,SUV,4,5,69900.0,Silver ,Nedlands, WA
1390,Holden,2014-01-01,Trax,USED,Automatic,1.8,Front,Unleaded,7.6,164944.0,4,SUV,4,5,10999.0,Blue ,Elderslie, NSW
1391,Subaru,2020-01-01,Forester,USED,Automatic,2.5,AWD,Unleaded,7.4,104508.0,4,SUV,4,5,28950.0,White ,Pendle Hill, NSW
1392,Nissan,2013-01-01,X-Trail,USED,Manual,2.0,Front,Unleaded,8.5,251398.0,4,SUV,4,5,10990.0,White ,Minchinbury, NSW
1393,Mitsubishi,2023-01-01,Eclipse,USED,Automatic,1.5,AWD,Unknown,7.7,4532.0,4,SUV,4,5,37990.0,White ,Myaree, WA
1394,Hyundai,2020-01-01,I30,USED,Automatic,2.0,Front,Unleaded,7.4,48198.0,4,Hatchback,4,5,22980.0,Silver ,Richmond, NSW
1396,Kia,2017-01-01,Sportage,USED,Automatic,2.0,AWD,Diesel,6.8,102468.0,4,SUV,4,5,25990.0,White ,Castle Hill, NSW
1397,Mazda,2015-01-01,CX-5,USED,Automatic,2.5,AWD,Unleaded,7.4,139022.0,4,SUV,4,5,20990.0,Silver ,Osborne Park, WA
1398,Mazda,2012-01-01,6,USED,Automatic,2.5,Front,Unleaded,8.7,137863.0,4,Sedan,4,5,11999.0,Silver ,Five Dock, NSW
1399,Hyundai,2017-01-01,Sonata,USED,Automatic,2.4,Front,Unleaded,8.3,40825.0,4,Sedan,4,5,26950.0,Silver ,Liverpool, NSW
1400,Ford,2019-01-01,Ranger,USED,Automatic,3.2,4WD,Diesel,8.2,166220.0,5,Ute / Tray,4,4,34950.0,White ,Granville, NSW
1401,Kia,2019-01-01,Cerato,USED,Automatic,2.0,Front,Unleaded,7.4,60638.0,4,Hatchback,5,5,21990.0,Silver ,Moorebank, NSW
1402,Nissan,2022-01-01,X-Trail,USED,Automatic,2.5,4WD,Unleaded,8.3,16736.0,4,SUV,4,5,40990.0,Black ,Osborne Park, WA
1403,Subaru,2017-01-01,WRX,USED,Manual,2.5,AWD,Premium,0.4,59357.0,4,Sedan,4,5,46999.0,Black ,Homebush, NSW
1404,Toyota,2006-01-01,RAV4,USED,Automatic,2.4,4WD,Unleaded,9.6,172338.0,4,SUV,4,5,14995.0,White ,Minchinbury, NSW
1405,Mitsubishi,2021-01-01,ASX,USED,Automatic,2.0,Front,Unleaded,7.6,46652.0,4,SUV,4,5,26888.0,Grey ,Ryde, NSW
1406,Volkswagen,2018-01-01,Golf,USED,Automatic,2.0,AWD,Premium,8.0,86237.0,4,Hatchback,5,5,44280.0,Grey ,Blacktown, NSW
1407,Subaru,2016-01-01,XV,USED,Automatic,2.0,AWD,Unleaded,7.1,164540.0,4,SUV,4,5,17980.0,White ,Welshpool, WA
1408,Holden,2010-01-01,Captiva,USED,Automatic,3.2,4WD,Unleaded,0.5,148965.0,6,SUV,4,7,9990.0,Gold ,Minchinbury, NSW
1409,Kia,2020-01-01,Sportage,USED,Automatic,2.0,Front,Unleaded,7.9,29471.0,4,SUV,4,5,29900.0,White ,Warwick Farm, NSW
1410,LDV,2015-01-01,V80,USED,Manual,2.5,Front,Diesel,8.9,307894.0,4,Commercial,4,3,14995.0,White ,Minchinbury, NSW
1411,Kia,2020-01-01,Cerato,USED,Automatic,2.0,Front,Unleaded,7.4,68709.0,4,Hatchback,5,5,23980.0,White ,Bentley, WA
1412,Nissan,2011-01-01,Navara,USED,Manual,2.5,4WD,Diesel,9.8,251723.0,4,Ute / Tray,4,5,16995.0,Silver ,Minchinbury, NSW
1414,Audi,2016-01-01,Q5,USED,Automatic,2.0,AWD,Premium,7.9,98098.0,4,SUV,4,5,36888.0,White ,Smeaton Grange, NSW
1415,Toyota,2007-01-01,Corolla,USED,Automatic,1.8,Front,Unleaded,7.7,304699.0,4,Hatchback,5,5,8995.0,White ,Minchinbury, NSW
1416,Land,2018-01-01,Rover,USED,Automatic,2.0,AWD,Diesel,5.3,63725.0,4,SUV,4,5,41900.0,White ,Dudley Park, WA
1417,Toyota,2014-01-01,Hilux,USED,Automatic,2.7,Rear,Unleaded,0.6,44358.0,4,Ute / Tray,4,5,29980.0,White ,Richmond, NSW
1418,Holden,2016-01-01,Commodore,USED,Automatic,3.6,Rear,Unleaded,9.5,172843.0,6,Sedan,4,5,19990.0,Grey ,Smeaton Grange, NSW
1419,Kia,2015-01-01,Sportage,USED,Automatic,2.0,AWD,Diesel,7.2,40029.0,4,SUV,4,5,25490.0,Grey ,Brookvale, NSW
1420,Nissan,1999-01-01,Patrol,USED,Manual,2.8,4WD,Diesel,7.3,274098.0,6,SUV,4,7,13990.0,Gold ,Osborne Park, WA
1421,Holden,2014-01-01,Commodore,USED,Automatic,3.6,Rear,Unleaded,9.8,286185.0,6,Wagon,4,5,12990.0,Red ,Richmond, NSW
1423,Kia,2020-01-01,Cerato,USED,Automatic,2.0,Front,Unleaded,7.4,54177.0,4,Sedan,4,5,23980.0,Red ,Richmond, NSW
1424,Ford,2014-01-01,Focus,USED,Manual,2.0,Front,Unleaded,7.2,132965.0,4,Hatchback,5,5,9990.0,Grey ,Croydon, NSW
1425,Toyota,2018-01-01,Hilux,USED,Automatic,2.8,4WD,Diesel,8.5,140937.0,4,Ute / Tray,4,5,39990.0,White ,Bunbury, WA
1426,Hyundai,2012-01-01,Santa,USED,Automatic,2.2,AWD,Diesel,7.3,149662.0,4,SUV,4,7,20890.0,Grey ,Brookvale, NSW
1427,Kia,2018-01-01,Cerato,USED,Automatic,2.0,Front,Unleaded,7.2,65374.0,4,Hatchback,5,5,26990.0,Blue ,Arncliffe, NSW
1428,Kia,2013-01-01,Sorento,USED,Automatic,2.2,AWD,Diesel,7.3,195013.0,4,SUV,4,7,17995.0,White ,Minchinbury, NSW
1429,Ford,2011-01-01,Falcon,USED,Automatic,4.0,Rear,Unleaded,9.9,303453.0,6,Sedan,4,5,10990.0,White ,Osborne Park, WA
1430,Hyundai,2019-01-01,Sonata,USED,Automatic,2.4,Front,Unleaded,8.3,94828.0,4,Sedan,4,5,21950.0,Grey ,Granville, NSW
1431,Subaru,2018-01-01,Impreza,USED,Automatic,2.0,AWD,Unleaded,6.6,72584.0,4,Hatchback,5,5,22950.0,Grey ,Granville, NSW
1432,Skoda,2022-01-01,Octavia,DEMO,Automatic,2.0,Front,Premium,6.3,1500.0,4,Wagon,4,5,60319.0,Grey ,Artarmon, NSW
1434,Toyota,2023-01-01,Hilux,USED,Automatic,2.8,4WD,Diesel,8.0,50.0,4,Ute / Tray,4,5,80985.0,White ,Bentley, WA
1438,Audi,2008-01-01,Q7,USED,Automatic,3.0,AWD,Diesel,0.5,183862.0,6,SUV,4,7,16995.0,Silver ,Minchinbury, NSW
1439,Hyundai,2016-01-01,I30,USED,Automatic,1.8,Front,Unleaded,7.3,86339.0,4,Hatchback,5,5,18988.0,Silver ,Osborne Park, WA
1440,Hyundai,2009-01-01,I30,USED,Automatic,2.0,Front,Unleaded,7.6,174945.0,4,Hatchback,5,5,10990.0,White ,Minchinbury, NSW
1441,Mazda,2015-01-01,3,USED,Automatic,2.0,Front,Unleaded,5.7,56608.0,4,Sedan,4,5,18880.0,Blue ,Ashfield, NSW
1442,Toyota,2010-01-01,Kluger,USED,Automatic,3.5,Front,Unleaded,0.6,168814.0,6,SUV,4,7,18999.0,Grey ,Pennant Hills, NSW
1443,Toyota,2021-01-01,Landcruiser,USED,Automatic,2.8,4WD,Diesel,7.9,48479.0,4,SUV,4,7,83887.0,White ,Blacktown, NSW
1444,Hyundai,2015-01-01,Iload,USED,Automatic,2.5,Rear,Diesel,8.8,242132.0,4,Commercial,4,3,19995.0,White ,Minchinbury, NSW
1445,Nissan,2023-01-01,Qashqai,USED,Automatic,1.3,Front,Premium,6.1,7014.0,4,SUV,4,5,43555.0,Grey ,Cannington, WA
1446,BMW,2010-01-01,X1,USED,Automatic,2.0,AWD,Diesel,6.2,181866.0,4,SUV,4,5,11800.0,Black ,Minchinbury, NSW
1447,Nissan,2010-01-01,Navara,USED,Manual,2.5,4WD,Diesel,9.2,180805.0,4,Ute / Tray,4,5,15995.0,White ,Minchinbury, NSW
1448,Audi,2020-01-01,Q3,USED,Automatic,2.0,AWD,Premium,8.3,34996.0,4,SUV,4,5,59880.0,Grey ,Chatswood, NSW
